(('100220388', 'jewish anecdotes from prague', 'eng'), 1)
(('39378678', 'o rybaku jego zonie i zlotej rybie', 'pol'), 1)
(('39378678', 'simbad il marinaio', 'ita'), 1)
(('39378678', 'drei goldene haare', 'ger'), 1)
(('39378678', 'the peasants wise daughter', 'eng'), 1)
(('39378678', 'sinderera', 'jpn'), 1)
(('39378678', 'die schonsten indianergeschichtten', 'ger'), 1)
(('39378678', 'la campesina inteligente', 'spa'), 1)
(('39378678', 'legendes celtes', 'fre'), 1)
(('39378678', 'les trois cheveaux dor', 'fre'), 1)
(('39378678', 'sindbad le marin', 'fre'), 1)
(('39378678', 'pohadkove vandrovani moravou', 'und'), 1)
(('39378678', 'marchen aus tausendundeine nacht', 'ger'), 1)
(('39378678', 'konig artus und seine ritter', 'ger'), 1)
(('39378678', 'die funfte sonne', 'ger'), 1)
(('39378678', 'europaische heldensagen', 'ger'), 1)
(('39378678', 'king arthur', 'eng'), 1)
(('39378678', 'o mie si una de nopti', 'rum'), 1)
(('39378678', 'pribehy zo shakespeara', 'slo'), 1)
(('39378678', 'ahajute og skyaederen', 'dan'), 1)
(('39378678', 'die schonsten indianergeschichten', 'und'), 1)
(('39378678', 'von goldenen zeiten  europaische heldensagen', 'ger'), 1)
(('39378678', 'ahajute og skyspiseren', 'nob'), 1)
(('39378678', 'ahalyute and the cloud eater', 'eng'), 1)
(('39410335', 'west', 'ger'), 1)
(('39436573', 'nyolcvankilenc utan', 'hun'), 1)
(('39436573', 'osmasedesaty', 'und'), 1)
(('39436573', 'po devetaosmdesatem', 'slo'), 1)
(('39436573', 'po devetaosmdesatem kdo jsme', 'slo'), 1)
(('39436573', 'po devetaosmdesatem kdo jsme', 'und'), 1)
(('39436573', '1968', 'eng'), 1)
(('39534016', 'mala trilogie', 'und'), 2)
(('39534016', 'peniz z nocleharny povidky', 'eng'), 1)
(('39534016', 'dama u vodotrysku roman', 'eng'), 1)
(('39534016', 'pochvala svatych patronu ceskych', 'und'), 1)
(('39534016', 'pochvala svatych patronu ceskych k povzbuzeni abychom je vroucne vzyvali v tento cas prenebezpecny', 'eng'), 1)
(('39534016', 'sever zapad vychod jih', 'fre'), 1)
(('39534016', 'uber respiration tracheensystem und schaumproduktion der schaumcikadenlarven aphrophorinae  homoptera', 'ger'), 1)
(('39534016', 'blazen pred zrcadlem a jine prozy', 'und'), 1)
(('39534016', 'verteinertes leid', 'ger'), 1)
(('39534016', 'mala trilogie', 'eng'), 1)
(('39632022', 'midway on our lifes journey', 'eng'), 2)
(('39642791', 'westslawischer marchenschatz', 'ger'), 17)
(('39642791', 'die umgebungen prags', 'ger'), 10)
(('39642791', 'der bohmerwald', 'ger'), 9)
(('39642791', 'blicke uber das bohmische volk seine geschichte und literature', 'ger'), 5)
(('39642791', 'die durchfuhrung der gleichberechtigung beider landessprachen in den schulen bohmens', 'ger'), 5)
(('39642791', 'studien uber ritter thomas von stitne', 'ger'), 4)
(('39642791', 'slawische volkslieder', 'ger'), 3)
(('39642791', 'blicke uber das bohmische volk seine geschichte und literatur mit einer reichen auswahl von literaturproben', 'ger'), 3)
(('39642791', 'literaturbild des konigreiches bohmen aus den jahren 1853 und 1854', 'ger'), 3)
(('39642791', 'betrachtungen eines oesterreichers uber das kaiserliche handschreiben vom 9 september 1857', 'ger'), 3)
(('39642791', 'die umgebungen prags orographisch pittoresk und historisch', 'ger'), 2)
(('39642791', 'studien uber ritter thomas von stitne ein beitrag zur europaischen culturgeschichte stitnys biographie nach kj erben', 'ger'), 2)
(('39642791', 'betrachtungen eines oesterreichers uber das kaiserl handschreiben vom 9 sept 1857', 'ger'), 2)
(('39642791', 'grundideen der erziehung mit nationalem charakter', 'ger'), 2)
(('39642791', 'sebrane spisy', 'ger'), 2)
(('39642791', 'sachunterricht und sprachubung', 'ger'), 2)
(('39642791', 'die flachenraume und einwohnerzahlen der welttheile und wichtigsten lander und stadte zum leichteren erlernen und besseren behalten nach reventlows mnemotechnischer methode in numerischen ausdrucken dargestellt', 'ger'), 2)
(('39642791', 'die flachenraume u einwohnerzahlen der welttheile und wichtigsten lander u stadte  nach reventlows mnemotechnischer methode  dargestellt', 'eng'), 2)
(('39642791', 'kranze aus dem bohmischen dichtergarten', 'ger'), 2)
(('39642791', 'auswahl aus joseph wenzigs uebertragungen slavischer volkslieder', 'ger'), 2)
(('39642791', 'beitrage zur padagogik', 'ger'), 2)
(('39642791', 'slawische volkslieder ubersetzt', 'ger'), 2)
(('39642791', 'slowakische sonnensagen aus westslawischen mythen', 'ger'), 2)
(('39642791', 'slawische volkslieder ubers', 'ger'), 2)
(('39642791', 'westslawischer marchenschatz', 'und'), 2)
(('39642791', 'libuse', 'fre'), 1)
(('39642791', 'provedeni rovnopravnosti obou jazyku ve skolach ceskych', 'eng'), 1)
(('39642791', 'blumenlese aus der bohmischen kunstund naturpoesie neuerer und alterer zeit', 'ger'), 1)
(('39642791', 'vojevudce jednooky a bitva na vitkove historickoepicke obrazy ze zivota zizkova 14191420', 'eng'), 1)
(('39642791', 'umgebungen prags', 'ger'), 1)
(('39642791', 'die umgebung prags', 'ger'), 1)
(('39642791', 'die flachenraume und einwohnerzahlen der welttheile und wichtigsten lander und stadte zum leichteren erlernen und besseren behalten nach reventlows mnemotechnischer methode', 'ger'), 1)
(('39642791', 'ueber die schulen oesterreichs', 'ger'), 1)
(('39642791', 'blicke uber das bohmische volk seine geschichte und literatur', 'und'), 1)
(('39642791', 'die flachenraume u einwohnerzahlen der welttheile und wichtigsten lander u stadte zum leichteren erlernen und besseren behalten nach reventlows mnemotechnischer methode in numerischen ausdrucken dargestellt', 'ger'), 1)
(('39642791', 'blicke uber das bohmishe volk seine geschichte und literatur mit einer reichen auswahl von literaturproben', 'ger'), 1)
(('39642791', 'neue rath des herrn emil von bardubic', 'ger'), 1)
(('39642791', 'rosmarinkranz eine sammlung bohmischer dichtungen in deutscher uebertragung von jw', 'eng'), 1)
(('39642791', 'volkslieder', 'eng'), 1)
(('39642791', 'die umgebungen prags orographisch pittoresk und historisch geschildert von j w und j krejci', 'ger'), 1)
(('39642791', 'bluthen neubohmischer poesie ubertragen von jw', 'eng'), 1)
(('39642791', 'slawische volkslieder ubersetzt von jw', 'ger'), 1)
(('39642791', 'bibliothek slavischer poesien in deutscher uebertragung', 'ger'), 1)
(('39642791', 'der b hmerwald  natur und mensch', 'ger'), 1)
(('39642791', 'blumen aus der bohmischen kunst und natur poesie neuerer und alterer zeit', 'ger'), 1)
(('39642791', 'ein wort uber das streben der bohmischen literaten', 'ger'), 1)
(('39642791', 'der neue rath des herrn emil von bardubic', 'ger'), 1)
(('39642791', 'der b hmerwald', 'ger'), 1)
(('39642791', 'ein wort uber das streben der bohmischen literatenclassic reprint', 'ger'), 1)
(('39642791', 'westslawischer marchenschatz ein charakterbild der bohmen mahrer und slowaken in ihren marchen sagen geschichten volksgesangen und spruchwortern deutsch bearbeitet von joseph wenzig', 'ger'), 1)
(('39642791', 'die umgebungen prags orographisch pittoresk und historisch geschildert von jw und j krejci', 'eng'), 1)
(('39642791', 'westslawischer marchenschatz', 'eng'), 1)
(('39642791', 'blicke uber das bohmische volk seine geschichte und literatur mit e reichen ausw von literaturproben von joseph wenzig', 'ger'), 1)
(('39642791', 'auch fur sich ein ganzes', 'ger'), 1)
(('39642791', 'thomas von stitne und dessen werk die menschen und die engel', 'ger'), 1)
(('39642791', 'kurze geschichte der k k bohmischen oberrealschule seit 1849 bis jetzt', 'ger'), 1)
(('39642791', 'sachuntericht und sprachfuhrung', 'ger'), 1)
(('39642791', 'der bohmerwald natur und mensch geschildert von jw und j krejci mit einem vorworte von  c ritter nebst  holzschnitten nach zeichnungen von e herold', 'eng'), 1)
(('39642791', 'der bohmerwald natur und mensch geschildert von jw und j krejci mit einem vorworte von  c ritter nebst  holzschnitten nach zeichnungen von e herold', 'ger'), 1)
(('39642791', 'hraji si nd mrtve zert o jednom jednani spracovan dle wenzigovy novelly', 'eng'), 1)
(('39642791', 'westlawischer marchenschatz', 'ger'), 1)
(('39642791', 'studien uber ritter thomas von stitne ein beitrag zur europaischen culturgeschichte von joseph wenzig', 'ger'), 1)
(('39642791', 'bibliothek slavischer poesien in deutscher ubertragung', 'ger'), 1)
(('39642791', 'kranze aus dem bomischen dichtergarten', 'ger'), 1)
(('39642791', 'bluthen neubohmischer poesie ubertragen von jw', 'ger'), 1)
(('39642791', 'rosmarinkranz', 'ger'), 1)
(('39642791', 'literaturbild des konigreiches bohmen aus den jahren 1853 und 1854  zusammengestellt von joseph wenzig', 'ger'), 1)
(('39642791', 'studien uber ritter thomas von stitne', 'und'), 1)
(('39642791', 'slawische volkslieder ubersetzt von jw', 'eng'), 1)
(('39642791', 'die umgebungen prags orographisch pittoresk und historisch geschildert von j', 'eng'), 1)
(('39642791', 'der neue rath des herrn emil von pardubic', 'ger'), 1)
(('39642791', 'slawische volkslieder ubersetzt von joseph wenzig', 'ger'), 1)
(('39642791', 'ein wort uber das streben der bomischen literaten', 'ger'), 1)
(('39642791', 'der bohmerwald  natur und mensch', 'ger'), 1)
(('39789814', 'das madchen mit der muschel', 'ger'), 1)
(('39789814', 'stoniatko', 'pol'), 1)
(('39791974', 'martins rymdfard', 'swe'), 1)
(('39791974', 'utopir', 'hun'), 1)
(('40017300', 'dzinovy svet', 'slo'), 1)
(('40174449', 'mazais milzis', 'lav'), 1)
(('40174449', 'prvni nalet drama vecera noci a jitra', 'eng'), 1)
(('40174449', 'vernunftehen', 'ger'), 1)
(('40174449', 'dva u stolu roman', 'eng'), 1)
(('40174449', 'posledni dozkar groteskni pohadka ilustroval zdenek tuma', 'eng'), 1)
(('40174449', 'vernunftehen roman', 'ger'), 1)
(('40174449', 'korolevy ne maiut nih', 'ukr'), 1)
(('40174449', 'der rosselenker', 'ger'), 1)
(('40174449', 'pentalogie', 'und'), 1)
(('40174449', 'der rosselenker kralovsky vozataj dt roman', 'ger'), 1)
(('40174449', 'boses blut', 'ger'), 1)
(('40174449', 'die lustige witwe vesela vdova dt roman', 'und'), 1)
(('40174449', 'boses blut zla krev dt roman', 'und'), 1)
(('40174449', 'kaiserveilchen', 'ger'), 1)
(('40174449', 'die lustige witwe', 'ger'), 1)
(('40174449', 'der ring der borgias', 'ger'), 1)
(('40174607', 'spisy basnicke', 'eng'), 3)
(('40174607', 'urywki poetyczne', 'pol'), 2)
(('40174607', 'tem nejmensim', 'chv'), 1)
(('40174607', 'pisen zivota', 'und'), 1)
(('40174607', 'vzajemna korespondence', 'und'), 1)
(('40373792', 'pevnost londyn 19401941', 'pol'), 1)
(('40373792', 'pevnost londyn 19401941', 'eng'), 1)
(('40373792', 'pevnost londyn', 'und'), 1)
(('40373792', 'sedmy listopad 1917', 'und'), 1)
(('40373792', 'angst geht durch die welt', 'ger'), 1)
(('40528398', 'intervalles', 'fre'), 4)
(('40528398', 'mes oubliettes', 'fre'), 4)
(('40528398', 'chimare', 'ger'), 2)
(('40528398', 'sur un fond blanc', 'fre'), 2)
(('40528398', 'kaskaden', 'ger'), 2)
(('40528398', 'zehrbilder', 'ger'), 2)
(('40528398', 'tapies', 'spa'), 2)
(('40528398', 'les cascades', 'fre'), 1)
(('40528398', 'chimare oder querschnitt durch die zwiebel', 'ger'), 1)
(('40528398', 'prestorec', 'slo'), 1)
(('40528398', 'chimare oder querschnitt durch die zwiebel deutsch', 'ger'), 1)
(('40528398', 'joseph sima', 'und'), 1)
(('40528398', 'defense et illustration dune peinture nationale', 'fre'), 1)
(('40528398', 'dt aus d franz ubertr v sigrid metken', 'und'), 1)
(('40528398', 'lamidisme de la terre pure et le surrealisme dans loeuvre de koga harue', 'fre'), 1)
(('40528398', 'joseph sima', 'fre'), 1)
(('40528398', 'koga harue', 'fre'), 1)
(('40528398', 'joseph sima ses amis ses contemporains', 'fre'), 1)
(('40528398', 'jiri valenta', 'ger'), 1)
(('40528398', 'dogen shobogenzo uji', 'fre'), 1)
(('40528398', 'la peinture surrealiste au japon', 'fre'), 1)
(('40528398', 'chimare oder querschnitt durch die zwiebel', 'und'), 1)
(('41746070', 'mali zlatko', 'slv'), 1)
(('41746070', 'hrich povidka zbloudileho cloveka', 'eng'), 1)
(('41873407', 'rumzippel das rauberkind', 'ger'), 4)
(('41873407', 'das eichelmannchen', 'ger'), 2)
(('41873407', 'die abenteuerliche geschichte des rauchfangkehrers valentin', 'ger'), 2)
(('41873407', 'rumzeis el zapatero rebelde', 'spa'), 1)
(('41873407', 'borusan doko e itta no', 'jpn'), 1)
(('41873407', 'zgodba o vili amaliji', 'slv'), 1)
(('41873407', 'ja topka', 'bul'), 1)
(('41873407', 'wie schuster rumzeis zum rauber wurde', 'ger'), 1)
(('41873407', 'les mesaventures dun gros balloon rouge', 'fre'), 1)
(('41873407', 'les misaventures dun gros ballon rouge', 'fre'), 1)
(('41873407', 'das marchen vom jager und der fee', 'ger'), 1)
(('41873407', 'der apfelbaum', 'ger'), 1)
(('41873407', 'les mesaventures dun gros ballon rouge', 'fre'), 1)
(('41873407', 'jak sevci zvedli vojnu pro cervenou sukni', 'ger'), 1)
(('41873407', 'kullabijunyaku', 'kor'), 1)
(('41873407', 'der amselbaum', 'ger'), 1)
(('41912510', 'funf minuten vor dem abendessen', 'ger'), 8)
(('41912510', 'vinzenz fahrt nach afrika', 'ger'), 4)
(('41912510', 'mittwoch schmeckt gut', 'ger'), 3)
(('41912510', 'die witwe des dichters', 'ger'), 2)
(('41912510', 'fabian der felsenhocker', 'ger'), 2)
(('41912510', 'min gata i prag', 'swe'), 1)
(('41912510', 'tanec trosecniku', 'slo'), 1)
(('41912510', 'vyprava na zlatou rybicku', 'und'), 1)
(('41912510', 'funf minuten vor dem abendessen', 'und'), 1)
(('41912510', 'elias y la abuela que salio de un huevo', 'spa'), 1)
(('41912510', 'logn varer laengst', 'dan'), 1)
(('41912510', 'marco und das zauberpferd', 'ger'), 1)
(('41912510', 'uglesong', 'nno'), 1)
(('41912510', 'x98derx9c mann am grund', 'ger'), 1)
(('41912510', 'elias e a vovo que veio do ovo', 'por'), 1)
(('41912510', 'wancanqianwufenzhong', 'chi'), 1)
(('41912510', 'sommeren med amos', 'dan'), 1)
(('41912510', 'sommeren med amos', 'und'), 1)
(('41966931', 'description of the diorama representing the first inauguration of george washington 1789', 'eng'), 3)
(('41966931', 'zirkus umberto', 'ger'), 2)
(('41966931', 'jak rok bezi', 'eng'), 1)
(('41966931', 'cteni o roce osmactyricatem dil prvni with illustrations', 'eng'), 1)
(('41966931', 'lide z maringotek', 'ita'), 1)
(('41966931', 'pod kohoutkem svatovitskym prazske prozy z let 19211941', 'eng'), 1)
(('41966931', 'zirkus humberto', 'ger'), 1)
(('41966931', 'mittel und wege zur schaffung und erhaltung eines entsprechenden sanitatshilfspersonals', 'ger'), 1)
(('41966931', 'letak roc 1 cis 152 191718 roc 2 cis 5395 191819', 'eng'), 1)
(('41966931', 'circus umberto', 'ger'), 1)
(('41966931', 'kazanicka ii vydani', 'eng'), 1)
(('41966931', 'lide z maringotek pribehy jedne noci vydani pate with plates', 'eng'), 1)
(('41966931', 'dilo eduarda basse', 'und'), 1)
(('41966931', 'klapzuba meeskond', 'est'), 1)
(('41966931', 'mittel und wege zur schaffung und erhaltung eines entsprechenden sanitatshilfpersonals fur die militarsanitatsanstalten und die truppen im frieden und im kriege', 'ger'), 1)
(('41966931', 'circul humberto', 'rum'), 1)
(('41967147', 'georgs versuche an einem gedicht und andere positive texte aus dem dichtergarten des grauens', 'ger'), 3)
(('41967147', 'schornstein', 'ger'), 1)
(('41971987', 'bohemian stories', 'eng'), 1)
(('41971987', 'madame butterfly', 'fre'), 1)
(('41986269', 'bitte eine neue welt herr ober', 'ger'), 6)
(('41986269', 'janas anden verden', 'dan'), 2)
(('41986269', 'karel og jarda og det rigtige liv', 'dan'), 1)
(('41986269', 'il sale della terra e una stupida pecora', 'ita'), 1)
(('41986269', 'tjener en ny verden tak', 'dan'), 1)
(('41986269', 'lenin im sowjetischen spielfilm', 'ger'), 1)
(('41986269', 'la verdadera vida', 'spa'), 1)
(('41994325', 'goyas glass', 'eng'), 9)
(('41994325', 'la noche de valia', 'spa'), 8)
(('41994325', 'contes de la lluna absent', 'cat'), 5)
(('41994325', 'la nit de valia', 'cat'), 4)
(('41994325', 'les aventures del bon soldat svejk', 'cat'), 3)
(('41994325', 'un revolver para salir de noche', 'spa'), 3)
(('41994325', 'jardi dhivern', 'cat'), 2)
(('41994325', 'els fruits amargs del jardi de les delicies', 'eng'), 1)
(('41994325', '', 'spa'), 1)
(('42003196', 'lyrika', 'eng'), 5)
(('42003196', 'das theater und drama in bohmen bis zum anfange des xix jahrhundertes', 'ger'), 3)
(('42003196', 'na pousti', 'slo'), 3)
(('42003196', 'malomestske klepny fraska  od karla sabinyjen mimochodem veselohra  dle franconzskeho vzdelala eliska peskova', 'eng'), 2)
(('42003196', 'works', 'slo'), 2)
(('42003196', 'pavel josef safarik nastin zivotopisny od ks ie karel sabina', 'eng'), 2)
(('42003196', 'dejepis literatury ceskoslovenske stare a stredni doby', 'eng'), 1)
(('42003196', 'jen tri leta', 'und'), 1)
(('42003196', 'duchovny komunismus', 'eng'), 1)
(('42003196', 'blouzneni', 'ger'), 1)
(('42003196', 'o literature', 'eng'), 1)
(('42003196', 'spisy karla sabiny', 'eng'), 1)
(('42003196', 'das theater und drama in bohmen bis zum anfange des xix jahrhunderts', 'ger'), 1)
(('42003196', 'das theater und drama in bohmen bis zum anfange des 19 jahrhunderts', 'ger'), 1)
(('42003196', 'branibori v cechach zpevohra ve trech jednanich and in verse', 'eng'), 1)
(('42003196', 'kronika valky pruskoitalskorakouske prostonarodni vyliceni udalosti  v roce 1866', 'eng'), 1)
(('42003196', 'vecny zenich humoristicky roman', 'eng'), 1)
(('42003196', 'vybrane spisy karla sabiny k vydani upravil jan thon', 'eng'), 1)
(('42003196', 'jen tri leta with plates', 'eng'), 1)
(('42003196', 'de verkochte bruid', 'dut'), 1)
(('42003196', 'ozivene hroby obrazky etc', 'und'), 1)
(('42003196', 'hrobnik novela  ctvrte vydani z kvetu r 1837', 'eng'), 1)
(('42003196', 'morana cili svet a jeho nicoty etc with two essays o sabinove zivote and o sabinove dile by frantisek sekanina', 'eng'), 1)
(('42003196', 'ozivene hroby obrazky etc', 'eng'), 1)
(('42003196', 'die sturmvogel der revolution in osterreich vor dem marz 1848 1848 predbreznovi revolucni bourlivaci v rakousku z nemciny prelozil vaclav vitinger etc with a portrait', 'eng'), 1)
(('42003196', 'povidky povesti obrazy a novelly', 'eng'), 1)
(('42003196', 'duchovny komunismus rozprava od karla sabiny etc', 'eng'), 1)
(('42003196', 'uvod povahopisny  ke spisum kh machy z r', 'eng'), 1)
(('42003196', 'la novia vendida', 'spa'), 1)
(('42003196', 'osudna kniha', 'eng'), 1)
(('42003196', 'tekstboekje van de verkochte bruid', 'dut'), 1)
(('42003196', 'vzpominky vydal miloslav hysek with portraits', 'eng'), 1)
(('42003196', 'kronika va lky pruskoitalskorakouske', 'eng'), 1)
(('42003196', 'kaiser ferdinand der gutige und die revoluzion vom jahre 1848', 'ger'), 1)
(('42003196', 'heavika', 'ger'), 1)
(('42003196', 'cerna ruze', 'slo'), 1)
(('42003196', 'na pousti roman etc', 'eng'), 1)
(('42003196', 'djepis literatury eskoslovensk star a stedn doby', 'eng'), 1)
(('42003196', 'v vodnjaku', 'slv'), 1)
(('42003196', 'osveta', 'slv'), 1)
(('42003196', 'o literature', 'und'), 1)
(('42003196', 'prodana neresta  hudba b smetany seste vydani', 'eng'), 1)
(('420330', 'the exhibition in hell  or moloch turnd painter', 'eng'), 1)
(('42216537', 'the political background of the austrogerman project', 'eng'), 1)
(('42249595', 'pod strechou smrti nasi', 'eng'), 1)
(('42249595', 'zoufalstvi k veceri', 'slo'), 1)
(('42249595', 'abiturienti', 'und'), 1)
(('42253407', 'die verfolgung der christen in der tschechoslowakei', 'ger'), 2)
(('42253407', 'kryliady', 'ger'), 1)
(('42328858', 'der reichste spatz der welt und andere geschichten', 'ger'), 2)
(('42328858', 'vom geizigen hahnchen', 'ger'), 2)
(('42328858', 'lata lena', 'swe'), 1)
(('42328858', 'den hjalpsamma honan', 'swe'), 1)
(('42328858', 'a vilag leggazdagabb verebe es mas tortenetek', 'hun'), 1)
(('42328858', 'het luie meisje', 'dut'), 1)
(('42328858', 'corky learns a lesson', 'eng'), 1)
(('42328858', 'het gulzige haantje', 'dut'), 1)
(('42328858', 'co mai lo lem', 'vie'), 1)
(('42328858', 'konig lavra', 'ger'), 1)
(('42381245', 'a porul jart farkas', 'hun'), 1)
(('42381245', 'fables of la fontaine', 'eng'), 1)
(('4268266', 'contributo alla storia della gioia', 'ita'), 3)
(('4268266', 'guerrilla der aufklarung guerilla of enlightenment', 'eng'), 1)
(('42729194', 'erev nadiv', 'heb'), 2)
(('42729194', 'prilic stedry vecer', 'slo'), 2)
(('42729194', 'prilis stedry vecer', 'slo'), 1)
(('42729194', 'seherezada', 'slo'), 1)
(('42729194', 'mozart 17871937 praha', 'eng'), 1)
(('42729194', 'viharos szenteste', 'hun'), 1)
(('42784054', 'zeitstaub', 'ger'), 6)
(('42784054', 'jitrenka v uchu jehly', 'eng'), 1)
(('42784054', 'okov', 'eng'), 1)
(('42784054', 'okov', 'slo'), 1)
(('42784054', 'eliasovo svetlo', 'eng'), 1)
(('42784054', 'srdce a kamen', 'tso'), 1)
(('43241212', 'third wife', 'eng'), 2)
(('43241212', 'anticommunist manifesto 1975', 'eng'), 1)
(('43241212', 'navrat domu a jine povidky', 'und'), 1)
(('43241212', 'explosie luisterspel', 'dut'), 1)
(('43241212', 'de kerker luisterspel', 'dut'), 1)
(('43241212', 'de killers luisterspel', 'dut'), 1)
(('43241212', 'twee rare snuiters luisterspel', 'dut'), 1)
(('43957918', 'yonayona tenshi wa maioriru', 'jpn'), 1)
(('44312086', 'frantiska ladisl', 'sla'), 2)
(('44312086', 'ostatki iazyka slavian polabskikh', 'rus'), 2)
(('44312086', 'ostatki jazyka slavjan polabskich', 'rus'), 2)
(('44312086', 'wothlos pesni ruskich', 'wen'), 1)
(('44312086', 'odglos piesni ruskich czelakowskiego', 'pol'), 1)
(('44312086', 'korespondence a zapisky frant ladislava celakovskeho', 'und'), 1)
(('44312086', 'slovanske narodni pisne', 'sla'), 1)
(('44312086', 'ohlas pisni ruskych', 'rus'), 1)
(('44312086', 'mudroslovi narodu slovanskeho ve prislovich', 'rus'), 1)
(('44312086', 'slovanske narodni pisne', 'slo'), 1)
(('44312086', 'mudroslovi narodu slovanskeho ve prislovich', 'mul'), 1)
(('44312086', 'vseslovanske pocatecni cteni', 'eng'), 1)
(('44312086', 'ohlas pisni ruskych ohlas pisni cqeskych', 'rus'), 1)
(('44312086', 'ruze stolista basen a pravda', 'rus'), 1)
(('44312086', 'mudroslovi narodu slovanskych', 'rus'), 1)
(('44312086', 'slovanske narodni pisne', 'rus'), 1)
(('44339596', 'ruf der heimat', 'ger'), 3)
(('44339596', 'samomluvy a rozhovory', 'swe'), 2)
(('44339596', 'male reci svatecni', 'und'), 2)
(('44339596', 'la visite', 'fre'), 1)
(('44339596', 'der gassehirt', 'ger'), 1)
(('44339596', 'kvetnove dni', 'hrv'), 1)
(('44339596', 'samomluvy a rozhovory', 'und'), 1)
(('44339596', 'sestra uzkost vybor z povidek', 'eng'), 1)
(('44339596', 'navraty jan cep a egon hostovsky', 'hrv'), 1)
(('44339596', 'tvar pod pavucinou', 'eng'), 1)
(('44339596', 'cikani', 'eng'), 1)
(('44339596', 'poutnik na zemi', 'und'), 1)
(('44339596', 'cerveny muskat a jine prozy z let 19211938', 'und'), 1)
(('44339596', 'hranice stinu vydani seste', 'eng'), 1)
(('44339596', 'kvetnove dni', 'und'), 1)
(('44339596', 'sestra uzkost', 'und'), 1)
(('44339596', 'le gardeur doies', 'fre'), 1)
(('44339596', 'ruf der heimat roman aus dem tschechischen ubers von p wagner', 'ger'), 1)
(('44339596', 'ruf des herzens', 'ger'), 1)
(('44339596', 'der mensch auf der landstrasse', 'ger'), 1)
(('44341760', 'winde von mittag nach mitternacht', 'ger'), 6)
(('44341760', 'musik der quellen', 'ger'), 6)
(('44341760', 'uber allen feuern und wassern', 'ger'), 3)
(('44341760', 'von der sendung der kunst', 'ger'), 2)
(('44341760', 'rejtett tortenelem', 'hun'), 2)
(('44341760', 'das werk des todes', 'ger'), 1)
(('44341760', 'konstruado en alto', 'epo'), 1)
(('44341760', 'spisy otokara breziny', 'und'), 1)
(('44341760', 'spisy otokara breziny  redigoval miloslav hysek', 'eng'), 1)
(('44341760', 'vybor basni otakara breziny', 'pol'), 1)
(('44341760', 'pfingstsonntag', 'ger'), 1)
(('44341760', 'symfonie bratrskych hlasu', 'mul'), 1)
(('44341760', 'neun gedichte', 'ger'), 1)
(('44355999', 'makter', 'nor'), 2)
(('44355999', 'slovem do prostoru', 'slo'), 2)
(('44355999', 'beranek na snehu', 'und'), 2)
(('44355999', 'thanathea', 'und'), 2)
(('44355999', 'koeto kazvam', 'bul'), 1)
(('44355999', 'slovem do prostoru', 'und'), 1)
(('44355999', 'papousci mesto', 'und'), 1)
(('44355999', 'konec stesti', 'und'), 1)
(('44355999', 'prvni hudba bratrim', 'ger'), 1)
(('44355999', 'obelst', 'hrv'), 1)
(('44355999', 'obelst', 'und'), 1)
(('44355999', 'beranek na snehu', 'ger'), 1)
(('44355999', 'prece jen', 'ger'), 1)
(('44355999', 'der tod walt whitmans', 'ger'), 1)
(('44355999', 'makter', 'nob'), 1)
(('44355999', 'v jazyku dolor verse z let 196465', 'eng'), 1)
(('44433260', 'wolker', 'ger'), 1)
(('44433260', 'hvezda', 'mul'), 1)
(('44433260', 'konstantin biebl koltemenyeibol', 'hun'), 1)
(('44433260', 'in memoriam jiri wolker', 'ger'), 1)
(('44433260', 'konstantin biebl versei', 'hun'), 1)
(('44433260', 'konstantin biebl', 'hun'), 1)
(('44433260', 'zlom verse', 'eng'), 1)
(('44433260', 'basne', 'und'), 1)
(('44433260', 'dilo', 'rus'), 1)
(('44433260', 'listy dvou basniku konstantin biebl jiri wolker with portraits', 'eng'), 1)
(('44433260', 'modre stiny leptem vyzdobil karel votlucka', 'eng'), 1)
(('44433260', 'zrcadlo noci kresby v tittelbacha', 'eng'), 1)
(('44433260', 'k zemi nas vize laska hnev hore', 'und'), 1)
(('44433260', 'dilo with a portrait', 'eng'), 1)
(('44433260', 'nebe peklo raj basne z let 19291930', 'eng'), 1)
(('44433260', 'novy ikaros ctvrte vydani with illustrations by frantisek gross', 'eng'), 1)
(('44433260', 'konstantin biebl 18981951 with portraits and a bibliography', 'eng'), 1)
(('44433260', 'konstantin biebl', 'ger'), 1)
(('44433260', 'hvezda', 'ger'), 1)
(('44433260', 'na druhe strane sveta jsou cechy uvodni esej napsal vyber z basni biografii bibliografii a dokumenty poridil jiri taufer', 'eng'), 1)
(('44433260', 'skn 28 vi 1947 na pamet  st k neumanna', 'eng'), 1)
(('44433260', 's lodi jez dovazi caj a kvu', 'und'), 1)
(('44438921', 'vybijana', 'slo'), 1)
(('44438921', 'nazory na vrazdu', 'slo'), 1)
(('44438921', 'melouch', 'und'), 1)
(('44438921', 'la biomoglie', 'ita'), 1)
(('44438921', 'fuori gioco', 'ita'), 1)
(('44438921', 'roman pentru doamne', 'rum'), 1)
(('44443053', 'the well at morning', 'eng'), 4)
(('44443053', 'basnicke dilo', 'und'), 2)
(('44443053', 'lettres a bohumila', 'fre'), 1)
(('44443053', 'odlot jaskolek', 'pol'), 1)
(('44443053', 'odlet vlastovek', 'ger'), 1)
(('44443053', 'odlet vlastovek', 'und'), 1)
(('44443053', 'podzimni motyli snih na zaprazi mraz v okne', 'eng'), 1)
